id_codedep_codecom,coddep,commune,pmun,pcap,ptot
46223,46,PONTCIRQ,175,1,176
46224,46,PRADINES,3562,102,3664
46225,46,PRAYSSAC,2384,76,2460
46226,46,PRENDEIGNES,230,7,237
46227,46,PROMILHANES,222,4,226
46228,46,PRUDHOMAT,718,15,733
46229,46,PUYBRUN,1015,18,1033
46230,46,PUYJOURDES,86,4,90
46231,46,PUY-L'EVÊQUE,1940,29,1969
46232,46,LE VIGNON-EN-QUERCY,1006,24,1030
46233,46,QUISSAC,109,1,110
46234,46,RAMPOUX,100,2,102
46235,46,REILHAC,172,4,176
46236,46,REILHAGUET,143,0,143
46237,46,REYREVIGNES,372,10,382
46238,46,RIGNAC,279,9,288
46239,46,LE ROC,212,5,217
46240,46,ROCAMADOUR,623,20,643
46241,46,ROUFFILHAC,190,4,194
46242,46,RUDELLE,179,5,184
46243,46,RUEYRES,191,1,192
46244,46,SABADEL-LATRONQUIÈRE,94,1,95
46245,46,SABADEL-LAUZÈS,77,1,78
46246,46,SAIGNES,74,1,75
46247,46,SAILLAC,154,5,159
46249,46,SAINT-BRESSOU,120,5,125
46250,46,SAINT-CAPRAIS,81,2,83
46251,46,SAINT-CÉRÉ,3414,160,3574
46252,46,LES PECHS DU VERS,312,8,320
46253,46,SAINT-CHAMARAND,181,2,183
46254,46,SAINT-CHELS,139,5,144
46255,46,SAINT-CIRGUES,334,13,347
46256,46,SAINT-CIRQ-LAPOPIE,200,2,202
46257,46,SAINT-CIRQ-MADELON,122,3,125
46258,46,SAINT-CIRQ-SOUILLAGUET,163,1,164
46259,46,SAINT-CLAIR,141,2,143
46260,46,SAINTE-COLOMBE,221,9,230
46262,46,LENDOU-EN-QUERCY,633,14,647
46263,46,BARGUELONNE-EN-QUERCY,696,17,713
46264,46,SAINT-DENIS-CATUS,200,7,207
46265,46,SAINT-DENIS-LÈS-MARTEL,331,7,338
46266,46,SAINT-FÉLIX,538,8,546
46267,46,SAINT-GERMAIN-DU-BEL-AIR,569,12,581
46268,46,SAINT GÉRY-VERS,893,20,913
46269,46,SAINT-HILAIRE,61,2,63
46270,46,SAINT-JEAN-DE-LAUR,242,3,245
46271,46,SAINT-JEAN-LESPINASSE,404,17,421
46272,46,SAINT-JEAN-MIRABEL,271,4,275
46273,46,SAINT-LAURENT-LES-TOURS,846,25,871
46276,46,SAINT-MARTIN-LABOUVAL,185,5,190
46277,46,SAINT-MARTIN-LE-REDON,205,4,209
46279,46,SAINT-MAURICE-EN-QUERCY,210,3,213
46280,46,SAINT-MÉDARD,178,5,183
46281,46,SAINT-MÉDARD-DE-PRESQUE,200,7,207
46282,46,SAINT-MÉDARD-NICOURBY,94,0,94
46283,46,SAINT-MICHEL-DE-BANNIÈRES,316,8,324
46284,46,SAINT-MICHEL-LOUBÉJOU,405,8,413
46286,46,SAINT-PAUL-DE-VERN,176,5,181
46288,46,SAINT-PERDOUX,213,10,223
46289,46,SAINT-PIERRE-TOIRAC,159,0,159
46290,46,SAINT-PROJET,341,8,349
46292,46,SAINT-SIMON,186,6,192
46293,46,SAINT-SOZY,483,12,495
46294,46,SAINT-SULPICE,146,3,149
46295,46,SAINT-VINCENT-DU-PENDIT,212,4,216
46296,46,SAINT-VINCENT-RIVE-D'OLT,437,16,453
46297,46,SALVIAC,1207,25,1232
46299,46,SAULIAC-SUR-CÉLÉ,120,4,124
46301,46,SAUZET,520,5,525
46302,46,SÉNAILLAC-LATRONQUIÈRE,135,2,137
46303,46,SÉNAILLAC-LAUZÈS,128,3,131
46304,46,SÉNIERGUES,137,1,138
46305,46,SÉRIGNAC,306,2,308
46306,46,SONAC,86,3,89
46307,46,SOTURAC,640,6,646
46308,46,SOUCIRAC,102,1,103
46309,46,SOUILLAC,3201,318,3519
46310,46,SOULOMÈS,126,2,128
46311,46,SOUSCEYRAC-EN-QUERCY,1331,20,1351
46312,46,STRENQUELS,273,2,275
46313,46,TAURIAC,442,9,451
46314,46,TERROU,174,40,214
46315,46,TEYSSIEU,167,3,170
46316,46,THÉDIRAC,290,5,295
46317,46,THÉGRA,481,13,494
46318,46,THÉMINES,232,12,244
46319,46,THÉMINETTES,168,5,173
46320,46,TOUR-DE-FAURE,317,15,332
46321,46,TOUZAC,370,8,378
46322,46,TRESPOUX-RASSIELS,809,31,840
46323,46,USSEL,99,2,101
46324,46,UZECH,214,4,218
46328,46,VARAIRE,335,12,347
46329,46,VAYLATS,326,2,328
46330,46,VAYRAC,1303,25,1328
46332,46,VIAZAC,334,5,339
46333,46,VIDAILLAC,179,4,183
46334,46,LE VIGAN,1565,57,1622
46335,46,VILLESÈQUE,395,16,411
46336,46,VIRE-SUR-LOT,349,31,380
46337,46,MAYRAC,259,7,266
46338,46,BESSONIES,77,1,78
46339,46,SAINT-JEAN-LAGINESTE,369,8,377
46340,46,SAINT-PIERRE-LAFEUILLE,365,12,377
47001,47,AGEN,32602,862,33464
47002,47,AGMÉ,105,4,109
47003,47,AGNAC,421,9,430
47004,47,AIGUILLON,4421,141,4562
47005,47,ALLEMANS-DU-DROPT,487,5,492
47006,47,ALLEZ-ET-CAZENEUVE,593,13,606
47007,47,ALLONS,164,6,170
47008,47,AMBRUS,110,4,114
47009,47,ANDIRAN,229,8,237
47010,47,ANTAGNAC,224,3,227
47011,47,ANTHÉ,199,7,206
47012,47,ANZEX,311,2,313
47013,47,ARGENTON,324,11,335
47014,47,ARMILLAC,202,7,209
47015,47,ASTAFFORT,2031,39,2070
47016,47,AUBIAC,1154,25,1179
47017,47,AURADOU,415,9,424
47018,47,AURIAC-SUR-DROPT,173,6,179
47019,47,BAJAMONT,989,21,1010
47020,47,BALEYSSAGUES,184,8,192
47021,47,BARBASTE,1511,81,1592
47022,47,BAZENS,538,9,547
47023,47,BEAUGAS,354,5,359
47024,47,BEAUPUY,1632,41,1673
47025,47,BEAUVILLE,550,6,556
47026,47,BEAUZIAC,231,8,239
47027,47,BIAS,2997,45,3042
47028,47,BIRAC-SUR-TREC,850,18,868
47029,47,BLANQUEFORT-SUR-BRIOLANCE,495,13,508
47030,47,BLAYMONT,209,6,215
47031,47,BOÉ,5631,94,5725
47032,47,BON-ENCONTRE,6224,148,6372
47033,47,BOUDY-DE-BEAUREGARD,412,3,415
47034,47,BOUGLON,633,13,646
47035,47,BOURGOUGNAGUE,328,80,408
47036,47,BOURLENS,375,6,381
47037,47,BOURNEL,253,4,257
47038,47,BOURRAN,613,24,637
47039,47,BOUSSÈS,36,0,36
47040,47,BRAX,2090,46,2136
47041,47,BRUCH,747,15,762
47042,47,BRUGNAC,184,6,190
47043,47,BUZET-SUR-BAÃ¯SE,1260,14,1274
47044,47,CAHUZAC,309,3,312
47045,47,CALIGNAC,472,5,477
47046,47,CALONGES,613,12,625
47047,47,CAMBES,183,5,188
47048,47,CANCON,1339,19,1358
47049,47,CASSENEUIL,2433,48,2481
47050,47,CASSIGNAS,129,2,131
47051,47,CASTELCULIER,2393,48,2441
47052,47,CASTELJALOUX,4518,56,4574
47053,47,CASTELLA,375,7,382
47054,47,CASTELMORON-SUR-LOT,1796,23,1819
47055,47,CASTELNAUD-DE-GRATECAMBE,516,7,523
47056,47,CASTELNAU-SUR-GUPIE,894,32,926
47057,47,CASTILLONNÈS,1370,20,1390
47058,47,CAUBEYRES,257,1,258
47059,47,CAUBON-SAINT-SAUVEUR,261,4,265
47060,47,CAUDECOSTE,1109,19,1128
47061,47,CAUMONT-SUR-GARONNE,774,7,781
47062,47,CAUZAC,417,4,421
47063,47,CAVARC,162,2,164
47064,47,CAZIDEROQUE,238,7,245
47065,47,CLAIRAC,2594,198,2792
47066,47,CLERMONT-DESSOUS,911,12,923
47067,47,CLERMONT-SOUBIRAN,393,8,401
47068,47,COCUMONT,1087,23,1110
47069,47,COLAYRAC-SAINT-CIRQ,3113,49,3162
47070,47,CONDEZAYGUES,850,23,873
47071,47,COULX,242,3,245
47072,47,COURBIAC,108,3,111
47073,47,COURS,198,5,203
47074,47,COUTHURES-SUR-GARONNE,360,6,366
47075,47,LA CROIX-BLANCHE,1078,23,1101
47076,47,CUQ,281,5,286
47077,47,CUZORN,851,18,869
47078,47,DAMAZAN,1357,46,1403
47079,47,DAUSSE,517,18,535
47080,47,DÉVILLAC,133,3,136
47081,47,DOLMAYRAC,716,15,731
47082,47,DONDAS,216,1,217
47083,47,DOUDRAC,104,1,105
47084,47,DOUZAINS,270,6,276
47085,47,DURANCE,297,3,300
47086,47,DURAS,1219,20,1239
47087,47,ENGAYRAC,163,9,172
47088,47,ESCASSEFORT,614,9,623
47089,47,ESCLOTTES,150,2,152
47090,47,ESPIENS,366,8,374
47091,47,ESTILLAC,2189,41,2230
47092,47,FALS,392,6,398
47093,47,FARGUES-SUR-OURBISE,347,9,356
47094,47,FAUGUEROLLES,810,15,825
47095,47,FAUILLET,863,19,882
47096,47,FERRENSAC,205,5,210
47097,47,FEUGAROLLES,1010,21,1031
47098,47,FIEUX,356,9,365
47099,47,FONGRAVE,622,16,638
47100,47,FOULAYRONNES,5449,219,5668
47101,47,FOURQUES-SUR-GARONNE,1330,28,1358
47102,47,FRANCESCAS,737,11,748
47103,47,FRÉCHOU,230,4,234
47104,47,FRÉGIMONT,253,4,257
47105,47,FRESPECH,282,5,287
47106,47,FUMEL,4755,99,4854
47107,47,GALAPIAN,308,6,314
47108,47,GAUJAC,246,7,253
47109,47,GAVAUDUN,291,5,296
47110,47,GONTAUD-DE-NOGARET,1651,28,1679
47111,47,GRANGES-SUR-LOT,589,17,606
47112,47,GRATELOUP-SAINT-GAYRAND,422,13,435
47113,47,GRAYSSAS,141,3,144
47114,47,GRÉZET-CAVAGNAN,396,1,397
47115,47,GUÉRIN,254,7,261
47117,47,HAUTEFAGE-LA-TOUR,1014,16,1030
47118,47,HAUTESVIGNES,186,1,187
47119,47,HOUEILLÈS,556,8,564
47120,47,JUSIX,102,3,105
47121,47,LABASTIDE-CASTEL-AMOUROUX,302,0,302
47122,47,LABRETONIE,186,2,188
47123,47,LACAPELLE-BIRON,418,5,423
47124,47,LACAUSSADE,212,6,218
47125,47,LACÉPÈDE,314,7,321
47126,47,LACHAPELLE,95,1,96
47127,47,LAFITTE-SUR-LOT,822,12,834
47128,47,LAFOX,1116,29,1145
47129,47,LAGARRIGUE,278,6,284
47130,47,LAGRUÈRE,327,5,332
47131,47,LAGUPIE,699,15,714
47132,47,LALANDUSSE,224,4,228
47133,47,LAMONTJOIE,601,8,609
47134,47,LANNES,366,9,375
47135,47,LAPARADE,383,8,391
47136,47,LAPERCHE,136,2,138
47137,47,LAPLUME,1344,32,1376
47138,47,LAROQUE-TIMBAUT,1638,24,1662
47139,47,LASSERRE,88,1,89
47140,47,LAUGNAC,687,15,702
47141,47,LAUSSOU,283,6,289
47142,47,LAUZUN,763,6,769
47143,47,LAVARDAC,2263,59,2322
47144,47,LAVERGNE,574,20,594
47145,47,LAYRAC,3686,56,3742
47146,47,LÉDAT,1410,29,1439
47147,47,LÉVIGNAC-DE-GUYENNE,684,11,695
47148,47,LEYRITZ-MONCASSIN,204,1,205
47150,47,LONGUEVILLE,367,6,373
47151,47,LOUBÈS-BERNAC,423,3,426
47152,47,LOUGRATTE,403,10,413
47154,47,LUSIGNAN-PETIT,372,4,376
47155,47,MADAILLAN,651,16,667
47156,47,MARCELLUS,856,8,864
47157,47,MARMANDE,17421,587,18008
47158,47,MARMONT-PACHAS,174,3,177
47159,47,LE MAS-D'AGENAIS,1483,34,1517
47160,47,MASQUIÈRES,183,2,185
47161,47,MASSELS,116,1,117
47162,47,MASSOULÈS,217,5,222
47163,47,MAUVEZIN-SUR-GUPIE,607,8,615
47164,47,MAZIÈRES-NARESSE,112,3,115
47165,47,MEILHAN-SUR-GARONNE,1330,59,1389
47167,47,MÉZIN,1469,26,1495
47168,47,MIRAMONT-DE-GUYENNE,3092,102,3194
47169,47,MOIRAX,1177,54,1231
47170,47,MONBAHUS,615,23,638
47171,47,MONBALEN,437,8,445
47172,47,MONCAUT,594,18,612
47173,47,MONCLAR,882,11,893
47174,47,MONCRABEAU,736,17,753
47175,47,MONFLANQUIN,2329,54,2383
47176,47,MONGAILLARD,174,12,186
47177,47,MONHEURT,191,4,195
47178,47,MONSÉGUR,402,8,410
47179,47,MONSEMPRON-LIBOS,2033,28,2061
47180,47,MONTAGNAC-SUR-AUVIGNON,631,14,645
47181,47,MONTAGNAC-SUR-LÈDE,271,3,274
47182,47,MONTASTRUC,246,1,247
47183,47,MONTAURIOL,166,6,172
47184,47,MONTAUT,260,4,264
47185,47,MONTAYRAL,2652,68,2720
47186,47,MONTESQUIEU,773,12,785
47187,47,MONTETON,328,2,330
47188,47,MONTIGNAC-DE-LAUZUN,291,4,295
47189,47,MONTIGNAC-TOUPINERIE,148,0,148
47190,47,MONTPEZAT,549,45,594
47191,47,MONTPOUILLAN,846,9,855
47192,47,MONVIEL,78,1,79
47193,47,MOULINET,199,4,203
47194,47,MOUSTIER,321,5,326
47195,47,NÉRAC,6837,507,7344
47196,47,NICOLE,215,3,218
47197,47,NOMDIEU,254,2,256
47198,47,PAILLOLES,335,6,341
47199,47,PARDAILLAN,316,5,321
47200,47,PARRANQUET,114,1,115
47201,47,LE PASSAGE,9400,170,9570
47202,47,PAULHIAC,309,7,316
47203,47,PENNE-D'AGENAIS,2341,50,2391
47204,47,PEYRIÈRE,283,3,286
47205,47,PINDÈRES,201,8,209
47206,47,PINEL-HAUTERIVE,564,5,569
47207,47,POMPIEY,205,5,210
47208,47,POMPOGNE,199,6,205
47209,47,PONT-DU-CASSE,4141,118,4259
47210,47,PORT-SAINTE-MARIE,1846,30,1876
47211,47,POUDENAS,223,7,230
47212,47,POUSSIGNAC,289,6,295
47213,47,PRAYSSAS,995,27,1022
47214,47,PUCH-D'AGENAIS,681,13,694
47215,47,PUJOLS,3675,138,3813
47216,47,PUYMICLAN,679,13,692
47217,47,PUYMIROL,919,15,934
47218,47,PUYSSERAMPION,240,4,244
47219,47,RAYET,180,2,182
47220,47,RAZIMET,298,5,303
47221,47,RÉAUP-LISSE,606,18,624
47222,47,LA RÉUNION,486,9,495
47223,47,RIVES,203,7,210
47224,47,ROMESTAING,161,6,167
47225,47,ROQUEFORT,2048,39,2087
47226,47,ROUMAGNE,528,9,537
47227,47,RUFFIAC,177,2,179
47228,47,SAINT-ANTOINE-DE-FICALBA,717,10,727
47229,47,SAINT-ASTIER,223,5,228
47230,47,SAINT-AUBIN,395,9,404
47231,47,SAINT-AVIT,175,2,177
47232,47,SAINT-BARTHÉLEMY-D'AGENAIS,520,3,523
47233,47,SAINTE-BAZEILLE,3160,98,3258
47234,47,SAINT-CAPRAIS-DE-LERM,663,20,683
47235,47,SAINT-COLOMB-DE-LAUZUN,471,4,475
47236,47,SAINTE-COLOMBE-DE-DURAS,106,1,107
47237,47,SAINTE-COLOMBE-DE-VILLENEUVE,502,11,513
47238,47,SAINTE-COLOMBE-EN-BRUILHOIS,1586,53,1639
47239,47,SAINT-ETIENNE-DE-FOUGÈRES,850,13,863
47240,47,SAINT-ETIENNE-DE-VILLERÉAL,279,10,289
47241,47,SAINT-EUTROPE-DE-BORN,678,18,696
47242,47,SAINT-FRONT-SUR-LÉMANCE,518,13,531
47244,47,SAINTE-GEMME-MARTAILLAC,387,5,392
47245,47,SAINT-GÉRAUD,93,2,95
47246,47,SAINT-HILAIRE-DE-LUSIGNAN,1491,39,1530
47247,47,SAINT-JEAN-DE-DURAS,248,10,258
47248,47,SAINT-JEAN-DE-THURAC,571,7,578
47249,47,SAINT-LAURENT,523,4,527
47250,47,SAINT-LÉGER,123,4,127
47251,47,SAINT-LÉON,320,5,325
47252,47,SAINTE-LIVRADE-SUR-LOT,6456,175,6631
47253,47,SAINTE-MARTHE,645,5,650
47254,47,SAINT-MARTIN-CURTON,308,8,316
47255,47,SAINT-MARTIN-DE-BEAUVILLE,174,3,177
47256,47,SAINT-MARTIN-DE-VILLERÉAL,102,4,106
47257,47,SAINT-MARTIN-PETIT,613,8,621
47258,47,SAINTE-MAURE-DE-PEYRIAC,312,10,322
47259,47,SAINT-MAURICE-DE-LESTAPEL,103,4,107
47260,47,SAINT-MAURIN,415,5,420
47262,47,SAINT-NICOLAS-DE-LA-BALERME,423,4,427
47263,47,SAINT-PARDOUX-DU-BREUIL,608,15,623
47264,47,SAINT-PARDOUX-ISAAC,1105,19,1124
47265,47,SAINT-PASTOUR,377,8,385
47266,47,SAINT-PÉ-SAINT-SIMON,198,2,200
47267,47,SAINT-PIERRE-DE-BUZET,295,2,297
47269,47,SAINT-PIERRE-DE-CLAIRAC,844,19,863
47271,47,SAINT-PIERRE-SUR-DROPT,358,3,361
47272,47,SAINT-QUENTIN-DU-DROPT,194,7,201
47273,47,SAINT-ROBERT,187,6,193
47274,47,SAINT-ROMAIN-LE-NOBLE,396,6,402
47275,47,SAINT-SALVY,201,1,202
47276,47,SAINT-SARDOS,299,7,306
47277,47,SAINT-SAUVEUR-DE-MEILHAN,337,1,338
47278,47,SAINT-SERNIN,475,9,484
47279,47,SAINT-SIXTE,353,6,359
47280,47,SAINT-SYLVESTRE-SUR-LOT,2324,53,2377
47281,47,SAINT-URCISSE,249,1,250
47282,47,SAINT-VINCENT-DE-LAMONTJOIE,233,7,240
47283,47,SAINT-VITE,1163,30,1193
47284,47,SALLES,293,7,300
47285,47,SAMAZAN,895,17,912
47286,47,SAUMÉJAN,106,0,106
47287,47,SAUMONT,266,3,269
47288,47,SAUVAGNAS,524,14,538
47289,47,LA SAUVETAT-DE-SAVÈRES,524,11,535
47290,47,LA SAUVETAT-DU-DROPT,549,6,555
47291,47,LA SAUVETAT-SUR-LÈDE,630,16,646
47292,47,SAUVETERRE-LA-LÉMANCE,576,6,582
47293,47,SAUVETERRE-SAINT-DENIS,387,18,405
47294,47,SAVIGNAC-DE-DURAS,219,1,220
47295,47,SAVIGNAC-SUR-LEYZE,304,6,310
47296,47,SÉGALAS,155,2,157
47297,47,SEMBAS,141,3,144
47298,47,SÉNESTIS,213,3,216
47299,47,SÉRIGNAC-PÉBOUDOU,172,5,177
47300,47,SÉRIGNAC-SUR-GARONNE,1172,20,1192
47301,47,SEYCHES,1062,11,1073
47302,47,SOS,651,7,658
47303,47,SOUMENSAC,226,9,235
47304,47,TAILLEBOURG,61,2,63
47305,47,TAYRAC,386,6,392
47306,47,LE TEMPLE-SUR-LOT,1048,19,1067
47307,47,THÉZAC,200,5,205
47308,47,THOUARS-SUR-GARONNE,222,3,225
47309,47,TOMBEBÅ“UF,456,4,460
47310,47,TONNEINS,9130,225,9355
47311,47,TOURLIAC,133,8,141
47312,47,TOURNON-D'AGENAIS,761,13,774
47313,47,TOURTRÈS,138,1,139
47314,47,TRÉMONS,395,10,405
47315,47,TRENTELS,896,26,922
47316,47,VARÈS,671,8,679
47317,47,VERTEUIL-D'AGENAIS,569,5,574
47318,47,VIANNE,995,15,1010
47319,47,VILLEBRAMAR,107,3,110
47320,47,VILLEFRANCHE-DU-QUEYRAN,389,1,390
47321,47,VILLENEUVE-DE-DURAS,315,5,320
47323,47,VILLENEUVE-SUR-LOT,21742,683,22425
47324,47,VILLERÉAL,1283,32,1315
47325,47,VILLETON,459,6,465
47326,47,VIRAZEIL,1677,34,1711
47327,47,XAINTRAILLES,398,11,409
47328,47,SAINT-GEORGES,550,19,569
48001,48,ALBARET-LE-COMTAL,176,4,180
48002,48,ALBARET-SAINTE-MARIE,561,21,582
48003,48,ALLENC,253,5,258
48004,48,ALTIER,213,10,223
48005,48,ANTRENAS,330,8,338
48007,48,ARZENC-D'APCHER,50,0,50
48008,48,ARZENC-DE-RANDON,193,9,202
48009,48,PEYRE EN AUBRAC,2291,82,2373
48010,48,AUROUX,372,6,378
48012,48,LES MONTS-VERTS,354,12,366
48013,48,BADAROUX,984,41,1025
48015,48,PIED-DE-BORNE,178,12,190
48016,48,BALSIÈGES,558,18,576
48017,48,BANASSAC-CANILHAC,1067,36,1103
48018,48,BARJAC,769,18,787
48019,48,BARRE-DES-CÉVENNES,203,9,212
48020,48,BASSURELS,65,0,65
48021,48,LA BASTIDE-PUYLAURENT,154,3,157
48025,48,LES BESSONS,426,25,451
48026,48,BLAVIGNAC,265,1,266
48027,48,MONT LOZÈRE ET GOULET,1039,49,1088
48028,48,LES BONDONS,144,10,154
48029,48,LE BORN,148,0,148
48030,48,BRENOUX,387,8,395
48031,48,BRION,76,3,79
48032,48,LE BUISSON,222,6,228
48034,48,LA CANOURGUE,2122,98,2220
48036,48,CASSAGNAS,127,2,129
48037,48,CHADENET,120,2,122
48038,48,BEL-AIR-VAL-D'ANCE,543,7,550
48039,48,CHANAC,1467,33,1500
48041,48,CHASTANIER,77,0,77
48042,48,CHASTEL-NOUVEL,900,35,935
48043,48,CHÂTEAUNEUF-DE-RANDON,527,8,535
48044,48,CHAUCHAILLES,86,2,88
48045,48,CHAUDEYRAC,292,11,303
48046,48,CHAULHAC,67,2,69
48048,48,CHEYLARD-L'EVÊQUE,63,3,66
48050,48,BÉDOUÈS-COCURÈS,451,15,466
48051,48,LE COLLET-DE-DÈZE,691,50,741
48053,48,CUBIÈRES,189,8,197
48054,48,CUBIÉRETTES,50,5,55
48055,48,CULTURES,183,4,187
48056,48,ESCLANÈDES,405,10,415
48058,48,LA FAGE-MONTIVERNOUX,155,5,160
48059,48,LA FAGE-SAINT-JULIEN,307,5,312
48061,48,FLORAC TROIS RIVIÈRES,2067,43,2110
48063,48,FONTANS,226,3,229
48064,48,FOURNELS,369,9,378
48065,48,FRAISSINET-DE-FOURQUES,80,0,80
48067,48,GABRIAC,100,2,102
48068,48,GABRIAS,158,6,164
48069,48,GATUZIÈRES,53,0,53
48070,48,GRANDRIEU,751,15,766
48071,48,GRANDVALS,66,1,67
48072,48,GRÈZES,233,6,239
48073,48,LES HERMAUX,95,4,99
48074,48,HURES-LA-PARADE,231,11,242
48075,48,ISPAGNAC,897,27,924
48077,48,JULIANGES,47,2,49
48079,48,LAJO,114,3,117
48080,48,LANGOGNE,2887,193,3080
48081,48,LANUÉJOLS,316,10,326
48082,48,LAUBERT,99,3,102
48083,48,LES LAUBIES,152,4,156
48085,48,LAVAL-DU-TARN,94,4,98
48086,48,LUC,209,5,214
48087,48,PRINSUÉJOLS-MALBOUZON,265,10,275
48088,48,LA MALÈNE,136,5,141
48089,48,LE MALZIEU-FORAIN,493,11,504
48090,48,LE MALZIEU-VILLE,728,14,742
48091,48,MARCHASTEL,50,3,53
48092,48,MARVEJOLS,4684,244,4928
48094,48,MASSEGROS CAUSSES GORGES,960,27,987
48095,48,MENDE,12318,829,13147
48096,48,MEYRUEIS,807,119,926
48097,48,MOISSAC-VALLÉE-FRANÇAISE,216,9,225
48098,48,MOLEZON,96,4,100
48099,48,BOURGS SUR COLAGNE,2092,48,2140
48100,48,MONTBEL,117,3,120
48103,48,MONTRODAT,1193,71,1264
48104,48,NASBINALS,557,32,589
48105,48,NAUSSAC-FONTANES,369,18,387
48106,48,NOALHAC,96,7,103
48107,48,PALHERS,179,7,186
48108,48,LA PANOUSE,76,2,78
48110,48,PAULHAC-EN-MARGERIDE,101,5,106
48111,48,PELOUSE,237,8,245
48112,48,PIERREFICHE,164,5,169
48115,48,LE POMPIDOU,159,7,166
48116,48,PONT DE MONTVERT - SUD MONT LOZÈRE,562,24,586
48117,48,POURCHARESSES,121,2,123
48119,48,PRÉVENCHÈRES,250,13,263
48121,48,PRUNIÈRES,239,10,249
48123,48,RECOULES-D'AUBRAC,172,6,178
48124,48,RECOULES-DE-FUMAS,104,0,104
48126,48,LACHAMP-RIBENNES,358,12,370
48127,48,MONTS-DE-RANDON,1291,21,1312
48128,48,RIMEIZE,593,21,614
48129,48,ROCLES,229,6,235
48130,48,ROUSSES,124,1,125
48131,48,LE ROZIER,133,7,140
48132,48,SAINT-ALBAN-SUR-LIMAGNOLE,1379,33,1412
48135,48,SAINT-ANDRÉ-CAPCÈZE,182,0,182
48136,48,SAINT-ANDRÉ-DE-LANCIZE,150,2,152
48137,48,SAINT-BAUZILE,624,25,649
48138,48,SAINT-BONNET-DE-CHIRAC,67,2,69
48139,48,SAINT BONNET-LAVAL,251,2,253
48140,48,SAINT-CHÉLY-D'APCHER,4211,589,4800
48141,48,MAS-SAINT-CHÉLY,107,6,113
48144,48,SAINTE-CROIX-VALLÉE-FRANÇAISE,269,9,278
48145,48,SAINT-DENIS-EN-MARGERIDE,156,7,163
48146,48,GORGES DU TARN CAUSSES,909,33,942
48147,48,SAINT-ETIENNE-DU-VALDONNEZ,643,51,694
48148,48,SAINT-ETIENNE-VALLÉE-FRANÇAISE,505,27,532
48149,48,SAINTE-EULALIE,36,2,38
48150,48,SAINT-FLOUR-DE-MERCOIRE,188,14,202
48151,48,SAINT-FRÉZAL-D'ALBUGES,63,3,66
48152,48,VENTALON EN CÉVENNES,267,5,272
48153,48,SAINT-GAL,88,5,93
48155,48,SAINT-GERMAIN-DE-CALBERTE,465,6,471
48156,48,SAINT-GERMAIN-DU-TEIL,870,23,893
48157,48,SAINTE-HÉLÈNE,107,4,111
48158,48,SAINT-HILAIRE-DE-LAVIT,104,4,108
48160,48,SAINT-JEAN-LA-FOUILLOUSE,156,7,163
48161,48,SAINT-JUÉRY,69,2,71
48163,48,SAINT-JULIEN-DES-POINTS,114,3,117
48165,48,SAINT-LAURENT-DE-MURET,186,10,196
48166,48,CANS ET CÉVENNES,289,11,300
48167,48,SAINT-LAURENT-DE-VEYRÈS,37,1,38
48168,48,SAINT-LÉGER-DE-PEYRE,190,5,195
48169,48,SAINT-LÉGER-DU-MALZIEU,210,11,221
48170,48,SAINT-MARTIN-DE-BOUBAUX,198,5,203
48171,48,SAINT-MARTIN-DE-LANSUSCLE,191,2,193
48173,48,SAINT-MICHEL-DE-DÈZE,230,3,233
48174,48,SAINT-PAUL-LE-FROID,139,3,142
48175,48,SAINT-PIERRE-DE-NOGARET,176,10,186
48176,48,SAINT-PIERRE-DES-TRIPIERS,90,4,94
48177,48,SAINT-PIERRE-LE-VIEUX,322,9,331
48178,48,SAINT-PRIVAT-DE-VALLONGUE,222,6,228
48179,48,SAINT-PRIVAT-DU-FAU,113,2,115
48181,48,SAINT-SATURNIN,63,4,67
48182,48,SAINT-SAUVEUR-DE-GINESTOUX,58,2,60
48185,48,LES SALELLES,165,5,170
48187,48,LES SALCES,101,1,102
48188,48,SERVERETTE,244,5,249
48190,48,TERMES,215,8,223
48191,48,LA TIEULE,94,3,97
48192,48,TRÉLANS,92,2,94
48193,48,VEBRON,214,1,215
48194,48,VIALAS,424,48,472
48198,48,VILLEFORT,548,12,560
49002,49,ALLONNES,2975,53,3028
49003,49,TUFFALUN,1752,37,1789
49007,49,ANGERS,155850,3080,158930
49008,49,ANGRIE,931,25,956
49009,49,ANTOIGNÉ,460,4,464
49010,49,ARMAILLÉ,319,5,324
49011,49,ARTANNES-SUR-THOUET,428,18,446
49012,49,AUBIGNÉ-SUR-LAYON,368,11,379
49015,49,AVRILLÉ,14443,357,14800
49017,49,BARACÉ,604,6,610
49018,49,BAUGÉ-EN-ANJOU,11829,261,12090
49020,49,BEAUCOUZÉ,5439,107,5546
49021,49,BEAUFORT-EN-ANJOU,7229,154,7383
49022,49,BEAULIEU-SUR-LAYON,1368,29,1397
49023,49,BEAUPRÉAU-EN-MAUGES,23419,716,24135
49026,49,BÉCON-LES-GRANITS,2789,90,2879
49027,49,BÉGROLLES-EN-MAUGES,2107,42,2149
49028,49,BÉHUARD,125,6,131
49029,49,BLAISON-SAINT-SULPICE,1293,28,1321
49030,49,BLOU,975,32,1007
49035,49,BOUCHEMAINE,6774,141,6915
49036,49,BOUILLÉ-MÉNARD,751,20,771
49038,49,BOURG-L'EVÊQUE,240,5,245
49041,49,BRAIN-SUR-ALLONNES,2039,35,2074
