id_codedep_codecom,coddep,commune,pmun,pcap,ptot
07223,07,SAINT-CIRGUES-DE-PRADES,139,2,141
07224,07,SAINT-CIRGUES-EN-MONTAGNE,217,13,230
07225,07,SAINT-CLAIR,1187,45,1232
07226,07,SAINT-CLÉMENT,88,0,88
07227,07,SAINT-CYR,1392,47,1439
07228,07,SAINT-DÉSIRAT,844,23,867
07229,07,SAINT-DIDIER-SOUS-AUBENAS,926,25,951
07230,07,SAINT-ETIENNE-DE-BOULOGNE,413,14,427
07231,07,SAINT-ETIENNE-DE-FONTBELLON,2833,83,2916
07232,07,SAINT-ETIENNE-DE-LUGDARÈS,413,9,422
07233,07,SAINT-ETIENNE-DE-SERRE,211,4,215
07234,07,SAINT-ETIENNE-DE-VALOUX,297,3,300
07235,07,SAINTE-EULALIE,216,3,219
07236,07,SAINT-FÉLICIEN,1147,19,1166
07237,07,SAINT-FORTUNAT-SUR-EYRIEUX,777,13,790
07238,07,SAINT-GENEST-DE-BEAUZON,332,7,339
07239,07,SAINT-GENEST-LACHAMP,110,2,112
07240,07,SAINT-GEORGES-LES-BAINS,2405,45,2450
07241,07,SAINT-GERMAIN,711,17,728
07242,07,SAINT-GINEYS-EN-COIRON,112,4,116
07243,07,SAINT-JACQUES-D'ATTICIEUX,290,5,295
07244,07,SAINT-JEAN-CHAMBRE,256,5,261
07245,07,SAINT-JEAN-DE-MUZOLS,2508,69,2577
07247,07,SAINT-JEAN-LE-CENTENIER,845,9,854
07248,07,SAINT-JEAN-ROURE,247,11,258
07249,07,SAINT-JEURE-D'ANDAURE,95,2,97
07250,07,SAINT-JEURE-D'AY,486,10,496
07251,07,SAINT-JOSEPH-DES-BANCS,173,3,176
07253,07,SAINT-JULIEN-DU-GUA,175,3,178
07254,07,SAINT-JULIEN-DU-SERRE,872,19,891
07255,07,SAINT-JULIEN-EN-SAINT-ALBAN,1461,38,1499
07257,07,SAINT-JULIEN-LE-ROUX,114,3,117
07258,07,SAINT-JULIEN-VOCANCE,223,2,225
07259,07,SAINT-JUST-D'ARDÈCHE,1688,37,1725
07260,07,SAINT-LAGER-BRESSAC,950,17,967
07261,07,SAINT-LAURENT-DU-PAPE,1589,35,1624
07262,07,SAINT-LAURENT-LES-BAINS-LAVAL-D'AURELLE,172,2,174
07263,07,SAINT-LAURENT-SOUS-COIRON,111,3,114
07264,07,SAINT-MARCEL-D'ARDÈCHE,2380,69,2449
07265,07,SAINT-MARCEL-LÈS-ANNONAY,1384,35,1419
07266,07,SAINTE-MARGUERITE-LAFIGÈRE,113,2,115
07267,07,SAINT-MARTIAL,267,4,271
07268,07,SAINT-MARTIN-D'ARDÈCHE,949,12,961
07269,07,SAINT-MARTIN-DE-VALAMAS,1096,38,1134
07270,07,SAINT-MARTIN-SUR-LAVEZON,432,12,444
07272,07,SAINT-MAURICE-D'ARDÈCHE,313,13,326
07273,07,SAINT-MAURICE-D'IBIE,217,3,220
07274,07,SAINT-MAURICE-EN-CHALENCON,208,5,213
07275,07,SAINT-MÉLANY,103,3,106
07276,07,SAINT-MICHEL-D'AURANCE,266,20,286
07277,07,SAINT-MICHEL-DE-BOULOGNE,149,5,154
07278,07,SAINT-MICHEL-DE-CHABRILLANOUX,389,9,398
07279,07,SAINT-MONTAN,1897,43,1940
07280,07,SAINT-PAUL-LE-JEUNE,958,21,979
07281,07,SAINT-PÉRAY,7580,219,7799
07282,07,SAINT-PIERRE-DE-COLOMBIER,430,25,455
07283,07,SAINT-PIERRE-LA-ROCHE,63,1,64
07284,07,SAINT-PIERRE-SAINT-JEAN,169,4,173
07285,07,SAINT-PIERRE-SUR-DOUX,109,1,110
07286,07,SAINT-PIERREVILLE,526,2,528
07287,07,SAINT-PONS,296,15,311
07288,07,SAINT-PRIEST,1280,44,1324
07289,07,SAINT-PRIVAT,1688,58,1746
07290,07,SAINT-PRIX,269,7,276
07291,07,SAINT-REMÈZE,858,23,881
07292,07,SAINT-ROMAIN-D'AY,1248,36,1284
07293,07,SAINT-ROMAIN-DE-LERPS,900,18,918
07294,07,SAINT-SAUVEUR-DE-CRUZIÈRES,533,15,548
07295,07,SAINT-SAUVEUR-DE-MONTAGUT,1106,24,1130
07296,07,SAINT-SERNIN,1748,48,1796
07297,07,SAINT-SYLVESTRE,508,7,515
07298,07,SAINT-SYMPHORIEN-SOUS-CHOMÉRAC,777,31,808
07299,07,SAINT-SYMPHORIEN-DE-MAHUN,120,4,124
07300,07,SAINT-THOMÉ,461,16,477
07301,07,SAINT-VICTOR,950,15,965
07302,07,SAINT-VINCENT-DE-BARRÈS,837,22,859
07303,07,SAINT-VINCENT-DE-DURFORT,254,4,258
07304,07,SALAVAS,704,12,716
07305,07,LES SALELLES,372,8,380
07306,07,SAMPZON,232,7,239
07307,07,SANILHAC,447,9,456
07308,07,SARRAS,2228,35,2263
07309,07,SATILLIEU,1503,30,1533
07310,07,SAVAS,903,24,927
07311,07,SCEAUTRES,146,7,153
07312,07,SÉCHERAS,534,16,550
07313,07,SERRIÈRES,1137,17,1154
07314,07,SILHAC,380,12,392
07315,07,LA SOUCHE,372,13,385
07316,07,SOYONS,2284,49,2333
07317,07,TALENCIEUX,1085,31,1116
07318,07,TAURIERS,200,5,205
07319,07,LE TEIL,8832,211,9043
07321,07,THORRENC,239,6,245
07322,07,THUEYTS,1216,25,1241
07323,07,TOULAUD,1708,53,1761
07324,07,TOURNON-SUR-RHÔNE,10622,515,11137
07325,07,UCEL,2062,72,2134
07326,07,USCLADES-ET-RIEUTORD,117,0,117
07327,07,UZER,412,12,424
07328,07,VAGNAS,583,18,601
07329,07,VALGORGE,417,8,425
07330,07,VALLON-PONT-D'ARC,2412,39,2451
07331,07,VALS-LES-BAINS,3530,65,3595
07332,07,VALVIGNÈRES,447,13,460
07333,07,VANOSC,935,13,948
07334,07,LES VANS,2655,58,2713
07335,07,VAUDEVANT,207,2,209
07336,07,VERNON,225,7,232
07337,07,VERNOSC-LÈS-ANNONAY,2614,85,2699
07338,07,VERNOUX-EN-VIVARAIS,1962,31,1993
07339,07,VESSEAUX,1990,62,2052
07340,07,VEYRAS,1514,48,1562
07341,07,VILLENEUVE-DE-BERG,3001,115,3116
07342,07,VILLEVOCANCE,1184,28,1212
07343,07,VINEZAC,1401,40,1441
07344,07,VINZIEUX,466,3,469
07345,07,VION,944,19,963
07346,07,VIVIERS,3689,66,3755
07347,07,VOCANCE,628,2,630
07348,07,VOGÃ¼É,1097,25,1122
07349,07,LA VOULTE-SUR-RHÔNE,4848,58,4906
08001,08,ACY-ROMANCE,467,3,470
08003,08,AIGLEMONT,1637,35,1672
08004,08,AIRE,236,1,237
08005,08,ALINCOURT,158,2,160
08006,08,ALLAND'HUY-ET-SAUSSEUIL,242,4,246
08008,08,AMAGNE,711,6,717
08010,08,AMBLY-FLEURY,133,5,138
08011,08,ANCHAMPS,210,4,214
08013,08,ANGECOURT,390,3,393
08014,08,ANNELLES,140,6,146
08015,08,ANTHENY,101,5,106
08016,08,AOUSTE,205,2,207
08017,08,APREMONT,117,3,120
08018,08,ARDEUIL-ET-MONTFAUXELLES,73,2,75
08019,08,LES GRANDES-ARMOISES,61,0,61
08020,08,LES PETITES-ARMOISES,61,0,61
08021,08,ARNICOURT,155,3,158
08022,08,ARREUX,320,12,332
08023,08,ARTAISE-LE-VIVIER,65,1,66
08024,08,ASFELD,1088,19,1107
08025,08,ATTIGNY,1119,28,1147
08026,08,AUBIGNY-LES-POTHÉES,310,8,318
08027,08,AUBONCOURT-VAUZELLES,97,3,100
08028,08,AUBRIVES,982,20,1002
08029,08,AUFLANCE,87,3,90
08030,08,AUGE,58,0,58
08031,08,AURE,43,4,47
08032,08,AUSSONCE,218,3,221
08033,08,AUTHE,90,4,94
08034,08,AUTRECOURT-ET-POURRON,340,6,346
08035,08,AUTRUCHE,59,2,61
08036,08,AUTRY,114,8,122
08037,08,AUVILLERS-LES-FORGES,879,10,889
08038,08,AVANÇON,328,9,337
08039,08,AVAUX,465,13,478
08040,08,LES AYVELLES,886,12,898
08041,08,BAÂLONS,206,8,214
08043,08,BALAN,1622,30,1652
08044,08,BALHAM,163,1,164
08045,08,BALLAY,268,11,279
08046,08,BANOGNE-RECOUVRANCE,159,3,162
08047,08,BARBAISE,106,0,106
08048,08,BARBY,416,4,420
08049,08,BAR-LÈS-BUZANCY,128,3,131
08052,08,BAYONVILLE,82,5,87
08053,08,BAZEILLES,2423,219,2642
08055,08,BEAUMONT-EN-ARGONNE,428,7,435
08056,08,BEFFU-ET-LE-MORTHOMME,45,0,45
08057,08,BELLEVILLE-ET-CHÂTILLON-SUR-BAR,260,24,284
08058,08,BELVAL,222,6,228
08059,08,BELVAL-BOIS-DES-DAMES,30,1,31
08060,08,BERGNICOURT,293,1,294
08061,08,LA BERLIÈRE,38,1,39
08062,08,BERTONCOURT,126,6,132
08063,08,LA BESACE,136,1,137
08064,08,BIERMES,307,5,312
08065,08,BIÈVRES,46,1,47
08066,08,BIGNICOURT,68,1,69
08067,08,BLAGNY,1121,17,1138
08069,08,BLANCHEFOSSE-ET-BAY,145,2,147
08070,08,BLANZY-LA-SALONNAISE,369,6,375
08071,08,BLOMBAY,138,2,140
08073,08,BOSSUS-LÈS-RUMIGNY,96,2,98
08074,08,BOUCONVILLE,56,3,59
08075,08,BOULT-AUX-BOIS,137,3,140
08076,08,BOULZICOURT,966,19,985
08077,08,BOURCQ,51,1,52
08078,08,BOURG-FIDÈLE,853,15,868
08080,08,BOUVELLEMONT,129,0,129
08081,08,BOGNY-SUR-MEUSE,5018,74,5092
08082,08,BRÉCY-BRIÈRES,81,2,83
08083,08,BRÉVILLY,353,7,360
08084,08,BRIENNE-SUR-AISNE,271,2,273
08085,08,BRIEULLES-SUR-BAR,226,7,233
08086,08,BRIQUENAY,92,7,99
08087,08,BROGNON,146,2,148
08088,08,BULSON,134,4,138
08089,08,BUZANCY,370,9,379
08090,08,CARIGNAN,2879,44,2923
08092,08,CAUROY,190,8,198
08094,08,CERNION,57,3,60
08095,08,CHAGNY,182,6,188
08096,08,CHALANDRY-ELAIRE,709,15,724
08097,08,CHALLERANGE,444,7,451
08098,08,CHAMPIGNEULLE,54,2,56
08099,08,CHAMPIGNEUL-SUR-VENCE,123,4,127
08100,08,CHAMPLIN,72,1,73
08101,08,LA CHAPELLE,167,5,172
08102,08,CHAPPES,92,5,97
08103,08,CHARBOGNE,222,3,225
08104,08,CHARDENY,60,1,61
08105,08,CHARLEVILLE-MÉZIÈRES,46436,1090,47526
08106,08,CHARNOIS,73,0,73
08107,08,CHÂTEAU-PORCIEN,1331,18,1349
08109,08,CHATEL-CHÉHÉRY,140,3,143
08110,08,LE CHÂTELET-SUR-SORMONNE,165,1,166
08111,08,LE CHÂTELET-SUR-RETOURNE,782,2,784
08113,08,CHAUMONT-PORCIEN,497,11,508
08115,08,CHÉMERY-CHÉHÉRY,545,4,549
08116,08,BAIRON ET SES ENVIRONS,1021,17,1038
08117,08,CHESNOIS-AUBONCOURT,159,0,159
08119,08,CHEVEUGES,455,7,462
08120,08,CHEVIÈRES,45,2,47
08121,08,CHILLY,138,5,143
08122,08,CHOOZ,754,15,769
08123,08,CHUFFILLY-ROCHE,72,1,73
08124,08,CLAVY-WARBY,345,9,354
08125,08,CLIRON,402,9,411
08126,08,CONDÉ-LÈS-HERPY,221,4,225
08128,08,CONDÉ-LÈS-AUTRY,65,2,67
08130,08,CONTREUVE,83,3,86
08131,08,CORNAY,64,3,67
08132,08,CORNY-MACHÉROMÉNIL,189,2,191
08133,08,COUCY,508,5,513
08134,08,COULOMMES-ET-MARQUENY,77,1,78
08135,08,LA CROIX-AUX-BOIS,151,3,154
08136,08,DAIGNY,349,8,357
08137,08,DAMOUZY,458,13,471
08138,08,LES DEUX-VILLES,255,3,258
08139,08,DEVILLE,1041,10,1051
08140,08,DOM-LE-MESNIL,1083,20,1103
08141,08,DOMMERY,181,4,185
08142,08,DONCHERY,2018,27,2045
08143,08,DOUMELY-BÉGNY,73,0,73
08144,08,DOUX,102,1,103
08145,08,DOUZY,2199,60,2259
08146,08,DRAIZE,95,2,97
08147,08,DRICOURT,84,9,93
08148,08,L'ECAILLE,279,7,286
08149,08,L'ECHELLE,142,5,147
08150,08,ECLY,170,5,175
08151,08,ECORDAL,306,12,318
08153,08,ESCOMBRES-ET-LE-CHESNOIS,347,5,352
08154,08,ESTREBAY,81,3,84
08155,08,ETALLE,101,5,106
08156,08,ETEIGNIÈRES,508,3,511
08158,08,ETRÉPIGNY,299,8,307
08159,08,EUILLY-ET-LOMBUT,110,4,114
08160,08,EVIGNY,188,4,192
08161,08,EXERMONT,38,1,39
08162,08,FAGNON,350,6,356
08163,08,FAISSAULT,255,4,259
08164,08,FALAISE,336,9,345
08165,08,,58,1,59
08166,08,FÉPIN,268,2,270
08167,08,LA FÉRÉE,74,2,76
08168,08,LA FERTÉ-SUR-CHIERS,174,4,178
08169,08,FLAIGNES-HAVYS,104,8,112
08170,08,FLEIGNEUX,215,3,218
08171,08,FLÉVILLE,95,4,99
08172,08,FLIGNY,188,1,189
08173,08,FLIZE,1722,52,1774
08174,08,FLOING,2313,56,2369
08175,08,FOISCHES,238,8,246
08176,08,FOSSÉ,53,1,54
08178,08,FRAILLICOURT,186,5,191
08179,08,FRANCHEVAL,597,13,610
08180,08,LA FRANCHEVILLE,1671,41,1712
08182,08,LE FRÉTY,54,0,54
08183,08,FROMELENNES,1043,24,1067
08184,08,FROMY,82,2,84
08185,08,FUMAY,3280,48,3328
08186,08,GERMONT,49,0,49
08187,08,GERNELLE,311,8,319
08188,08,GESPUNSART,1016,24,1040
08189,08,GIRONDELLE,162,2,164
08190,08,GIVET,6476,148,6624
08191,08,GIVONNE,1052,25,1077
08192,08,GIVRON,86,1,87
08193,08,GIVRY,271,6,277
08194,08,GLAIRE,845,13,858
08195,08,GOMONT,326,3,329
08196,08,GRANDCHAMP,104,0,104
08197,08,GRANDHAM,38,2,40
08198,08,GRANDPRÉ,520,16,536
08199,08,LA GRANDVILLE,796,17,813
08200,08,GRIVY-LOISY,184,6,190
08201,08,GRUYÈRES,100,2,102
08202,08,GUÉ-D'HOSSUS,517,10,527
08203,08,GUIGNICOURT-SUR-VENCE,280,6,286
08204,08,GUINCOURT,82,1,83
08205,08,HAGNICOURT,73,0,73
08206,08,HAM-LES-MOINES,371,5,376
08207,08,HAM-SUR-MEUSE,231,4,235
08208,08,HANNAPPES,137,1,138
08209,08,HANNOGNE-SAINT-MARTIN,475,5,480
08210,08,HANNOGNE-SAINT-RÉMY,112,4,116
08211,08,HARAUCOURT,721,4,725
08212,08,HARCY,504,10,514
08214,08,HARGNIES,488,3,491
08215,08,HARRICOURT,43,2,45
08216,08,HAUDRECY,314,13,327
08217,08,HAULMÉ,88,0,88
08218,08,LES HAUTES-RIVIÈRES,1446,24,1470
08219,08,HAUTEVILLE,117,1,118
08220,08,HAUVINÉ,334,8,342
08222,08,HAYBES,1847,47,1894
08223,08,HERBEUVAL,122,2,124
08225,08,HERPY-L'ARLÉSIENNE,205,6,211
08226,08,HIERGES,170,4,174
08228,08,LA HORGNE,168,5,173
08229,08,HOUDILCOURT,131,7,138
08230,08,HOULDIZY,390,6,396
08232,08,ILLY,412,9,421
08233,08,IMÉCOURT,46,1,47
08234,08,INAUMONT,104,0,104
08235,08,ISSANCOURT-ET-RUMEL,374,12,386
08236,08,JANDUN,297,10,307
08237,08,JOIGNY-SUR-MEUSE,655,20,675
08238,08,JONVAL,102,1,103
08239,08,JUNIVILLE,1233,30,1263
08240,08,JUSTINE-HERBIGNY,171,4,175
08242,08,LAIFOUR,428,8,436
08243,08,LALOBBE,165,3,168
08244,08,LAMETZ,72,3,75
08245,08,LANÇON,31,2,33
08246,08,LANDRES-ET-SAINT-GEORGES,74,1,75
08247,08,LANDRICHAMPS,131,2,133
08248,08,LAUNOIS-SUR-VENCE,686,9,695
08249,08,LAVAL-MORENCY,240,10,250
08250,08,LEFFINCOURT,188,5,193
08251,08,LÉPRON-LES-VALLÉES,75,2,77
08252,08,LÉTANNE,118,2,120
08254,08,LIART,616,10,626
08255,08,LINAY,224,3,227
08256,08,LIRY,86,1,87
08257,08,LOGNY-BOGNY,155,3,158
08259,08,LONGWÉ,72,2,74
08260,08,LONNY,627,8,635
08262,08,LUCQUY,572,34,606
08263,08,LUMES,1126,26,1152
08264,08,MACHAULT,515,11,526
08268,08,MAISONCELLE-ET-VILLERS,69,4,73
08269,08,MALANDRY,79,1,80
08271,08,MANRE,100,6,106
08272,08,MARANWEZ,57,0,57
08273,08,MARBY,72,1,73
08274,08,MARCQ,99,1,100
08275,08,MARGNY,207,4,211
08276,08,MARGUT,740,13,753
08277,08,MARLEMONT,131,4,135
08278,08,MARQUIGNY,81,0,81
08279,08,MARS-SOUS-BOURCQ,58,2,60
08280,08,MARVAUX-VIEUX,75,2,77
08281,08,MATTON-ET-CLÉMENCY,469,9,478
08282,08,MAUBERT-FONTAINE,1033,72,1105
08283,08,MAZERNY,127,1,128
08284,08,LES MAZURES,885,23,908
08286,08,MÉNIL-ANNELLES,113,5,118
08287,08,MÉNIL-LÉPINOIS,133,2,135
08288,08,MESMONT,90,1,91
08289,08,MESSINCOURT,604,8,612
08291,08,MOGUES,245,5,250
08293,08,MOIRY,143,5,148
08294,08,LA MONCELLE,135,4,139
08295,08,MONDIGNY,185,4,189
08296,08,MONTCHEUTIN,115,7,122
08297,08,MONTCORNET,299,8,307
08298,08,MONTCY-NOTRE-DAME,1578,45,1623
08300,08,LE MONT-DIEU,15,0,15
08301,08,MONTGON,69,4,73
08302,08,MONTHERMÉ,2237,84,2321
08303,08,MONTHOIS,385,10,395
08304,08,MONTIGNY-SUR-MEUSE,81,2,83
08305,08,MONTIGNY-SUR-VENCE,255,5,260
08306,08,MONT-LAURENT,56,3,59
08307,08,MONTMEILLANT,82,1,83
08308,08,MONT-SAINT-MARTIN,87,0,87
08309,08,MONT-SAINT-REMY,57,1,58
08310,08,MOURON,69,5,74
08311,08,MOUZON,2226,40,2266
08312,08,MURTIN-ET-BOGNY,186,7,193
08313,08,NANTEUIL-SUR-AISNE,145,4,149
08314,08,NEUFLIZE,800,23,823
08315,08,NEUFMAISON,74,2,76
08316,08,NEUFMANIL,1006,15,1021
08317,08,LA NEUVILLE-Ã -MAIRE,115,4,119
08318,08,LA NEUVILLE-AUX-JOÛTES,357,8,365
08319,08,NEUVILLE-LEZ-BEAULIEU,333,8,341
08320,08,LA NEUVILLE-EN-TOURNE-Ã -FUY,555,16,571
08321,08,NEUVILLE-DAY,168,4,172
08322,08,NEUVILLE-LÈS-THIS,373,14,387
08323,08,LA NEUVILLE-LÈS-WASIGNY,160,1,161
08324,08,NEUVIZY,114,2,116
08325,08,NOIRVAL,26,1,27
08326,08,NOUART,121,2,123
08327,08,NOUVION-SUR-MEUSE,2241,37,2278
08328,08,NOUZONVILLE,5689,109,5798
08329,08,NOVION-PORCIEN,497,11,508
08330,08,NOVY-CHEVRIÈRES,765,9,774
08331,08,NOYERS-PONT-MAUGIS,669,14,683
08332,08,OCHES,44,4,48
08333,08,OLIZY-PRIMAT,237,9,246
08334,08,OMICOURT,38,2,40
08335,08,OMONT,81,1,82
08336,08,OSNES,230,3,233
08338,08,PAUVRES,188,3,191
08339,08,PERTHES,307,4,311
08340,08,POILCOURT-SYDNEY,176,4,180
08341,08,POIX-TERRON,864,40,904
08342,08,POURU-AUX-BOIS,245,5,250
08343,08,POURU-SAINT-REMY,1144,23,1167
08344,08,PREZ,134,2,136
08346,08,PRIX-LÈS-MÉZIÈRES,1350,36,1386
08347,08,PUILLY-ET-CHARBEAUX,220,5,225
08348,08,PUISEUX,113,3,116
08349,08,PURE,576,6,582
08350,08,QUATRE-CHAMPS,237,3,240
08351,08,QUILLY,84,0,84
08352,08,RAILLICOURT,199,4,203
08353,08,RANCENNES,723,22,745
08354,08,RAUCOURT-ET-FLABA,824,13,837
08355,08,REGNIOWEZ,387,7,394
08356,08,REMAUCOURT,177,1,178
08357,08,REMILLY-AILLICOURT,784,15,799
08358,08,REMILLY-LES-POTHÉES,251,4,255
08360,08,RENNEVILLE,199,5,204
08361,08,RENWEZ,1652,58,1710
08362,08,RETHEL,7467,297,7764
08363,08,REVIN,5836,124,5960
08364,08,RILLY-SUR-AISNE,132,2,134
08365,08,RIMOGNE,1342,21,1363
08366,08,ROCQUIGNY,682,11,693
08367,08,ROCROI,2283,29,2312
08368,08,ROIZY,220,3,223
08369,08,LA ROMAGNE,131,3,134
08370,08,ROUVROY-SUR-AUDRY,572,6,578
08372,08,RUBIGNY,67,0,67
08373,08,RUMIGNY,293,4,297
08374,08,LA SABOTTERIE,121,0,121
08375,08,SACHY,178,5,183
08376,08,SAILLY,251,5,256
08377,08,SAINT-AIGNAN,156,2,158
08378,08,SAINT-CLÉMENT-Ã -ARNES,108,1,109
08379,08,SAINT-ETIENNE-Ã -ARNES,243,10,253
08380,08,SAINT-FERGEUX,216,4,220
08381,08,SAINT-GERMAINMONT,821,12,833
08382,08,SAINT-JEAN-AUX-BOIS,99,3,102
08383,08,SAINT-JUVIN,102,4,106
08384,08,SAINT-LAMBERT-ET-MONT-DE-JEUX,144,3,147
08385,08,SAINT-LAURENT,1071,171,1242
08386,08,SAINT-LOUP-EN-CHAMPAGNE,344,7,351
08387,08,SAINT-LOUP-TERRIER,182,6,188
08388,08,SAINT-MARCEAU,344,11,355
08389,08,SAINT-MARCEL,335,7,342
08390,08,SAINTE-MARIE,79,4,83
08391,08,SAINT-MENGES,947,16,963
08392,08,SAINT-MOREL,197,11,208
08393,08,SAINT-PIERRE-Ã -ARNES,66,1,67
08394,08,SAINT-PIERREMONT,72,3,75
08395,08,SAINT-PIERRE-SUR-VENCE,136,4,140
08396,08,SAINT-QUENTIN-LE-PETIT,122,0,122
08397,08,SAINT-REMY-LE-PETIT,50,0,50
08398,08,SAINTE-VAUBOURG,89,2,91
08399,08,SAPOGNE-SUR-MARCHE,139,3,142
08400,08,SAPOGNE-ET-FEUCHÈRES,515,10,525
08401,08,SAULCES-CHAMPENOISES,231,3,234
08402,08,SAULCES-MONCLIN,831,9,840
08403,08,SAULT-LÈS-RETHEL,1916,16,1932
08404,08,SAULT-SAINT-REMY,218,3,221
08405,08,SAUVILLE,235,8,243
08406,08,SAVIGNY-SUR-AISNE,373,12,385
08407,08,SÉCHAULT,59,0,59
08408,08,SÉCHEVAL,561,10,571
08409,08,SEDAN,16092,337,16429
08410,08,SEMIDE,178,15,193
08411,08,SEMUY,89,0,89
08412,08,SENUC,159,4,163
08413,08,SERAINCOURT,264,3,267
08415,08,SERY,338,12,350
08416,08,SEUIL,170,6,176
08417,08,SÉVIGNY-LA-FORÊT,278,8,286
08418,08,SÉVIGNY-WALEPPE,224,3,227
08419,08,SIGNY-L'ABBAYE,1354,28,1382
08420,08,SIGNY-LE-PETIT,1194,22,1216
08421,08,SIGNY-MONTLIBERT,94,0,94
08422,08,SINGLY,135,4,139
08424,08,SOMMAUTHE,123,2,125
08425,08,SOMMERANCE,43,1,44
08426,08,SON,98,0,98
08427,08,SORBON,205,1,206
08428,08,SORCY-BAUTHÉMONT,146,2,148
08429,08,SORMONNE,536,14,550
08430,08,STONNE,39,2,41
08431,08,SUGNY,100,6,106
08432,08,SURY,110,4,114
08433,08,SUZANNE,61,2,63
08434,08,SY,52,2,54
08435,08,TAGNON,879,13,892
08436,08,TAILLETTE,407,7,414
08437,08,TAILLY,174,6,180
08438,08,TAIZY,104,2,106
08439,08,TANNAY,150,9,159
08440,08,TARZY,130,2,132
08444,08,TÉTAIGNE,129,4,133
08445,08,THELONNE,419,2,421
08446,08,THÉNORGUES,79,0,79
08448,08,THILAY,1043,12,1055
08449,08,THIN-LE-MOUTIER,640,15,655
08450,08,THIS,225,9,234
08451,08,LE THOUR,378,8,386
08452,08,THUGNY-TRUGNY,273,0,273
08453,08,TOGES,103,3,106
08454,08,TOULIGNY,86,2,88
08455,08,TOURCELLES-CHAUMONT,92,1,93
08456,08,TOURNAVAUX,232,4,236
08457,08,TOURNES,1067,27,1094
08458,08,TOURTERON,180,4,184
08459,08,TREMBLOIS-LÈS-CARIGNAN,149,3,152
08460,08,TREMBLOIS-LÈS-ROCROI,153,0,153
08461,08,VANDY,206,1,207
08462,08,VAUX-CHAMPAGNE,128,4,132
08463,08,VAUX-EN-DIEULET,55,1,56
08464,08,VAUX-LÈS-MOURON,80,3,83
08465,08,VAUX-LÈS-RUBIGNY,44,3,47
08466,08,VAUX-LÈS-MOUZON,70,2,72
08467,08,VAUX-MONTREUIL,108,0,108
08468,08,VAUX-VILLAINE,193,0,193
08469,08,VENDRESSE,478,12,490
08470,08,VERPEL,66,1,67
08471,08,VERRIÈRES,31,2,33
08472,08,VIEL-SAINT-REMY,297,2,299
08473,08,VIEUX-LÈS-ASFELD,305,7,312
08476,08,VILLERS-DEVANT-LE-THOUR,418,7,425
08477,08,VILLERS-DEVANT-MOUZON,108,0,108
08478,08,VILLERS-LE-TILLEUL,237,3,240
08479,08,VILLERS-LE-TOURNEUR,196,2,198
08480,08,VILLERS-SEMEUSE,3568,71,3639
08481,08,VILLERS-SUR-BAR,253,5,258
08482,08,VILLERS-SUR-LE-MONT,105,3,108
08483,08,VILLE-SUR-LUMES,524,13,537
08484,08,VILLE-SUR-RETOURNE,82,1,83
08485,08,VILLY,204,11,215
08486,08,VIREUX-MOLHAIN,1467,31,1498
08487,08,VIREUX-WALLERAND,1954,55,2009
08488,08,VIVIER-AU-COURT,2918,83,3001
08489,08,VONCQ,218,3,221
08490,08,VOUZIERS,4320,150,4470
08491,08,VRIGNE AUX BOIS,3572,76,3648
08492,08,VRIGNE-MEUSE,319,8,327
08494,08,WADELINCOURT,459,5,464
08496,08,WAGNON,131,1,132
08497,08,WARCQ,1197,25,1222
08498,08,WARNÉCOURT,385,16,401
08499,08,WASIGNY,321,3,324
08500,08,WIGNICOURT,57,1,58
08501,08,WILLIERS,41,3,44
08502,08,YONCQ,93,3,96
08503,08,YVERNAUMONT,127,1,128
09001,09,AIGUES-JUNTES,60,1,61
09002,09,AIGUES-VIVES,645,20,665
09003,09,L'AIGUILLON,397,9,406
09004,09,ALBIÈS,121,7,128
09005,09,ALEU,131,2,133
09006,09,ALLIAT,54,0,54
09007,09,ALLIÈRES,72,0,72
09008,09,ALOS,122,2,124
09009,09,ALZEN,267,13,280
09011,09,ANTRAS,71,1,72
09012,09,APPY,27,1,28
09013,09,ARABAUX,81,2,83
09014,09,ARGEIN,192,7,199
09015,09,ARIGNAC,692,8,700
09016,09,ARNAVE,218,8,226
09017,09,ARRIEN-EN-BETHMALE,111,2,113
09018,09,ARROUT,90,4,94
09019,09,ARTIGAT,562,10,572
09020,09,ARTIGUES,42,0,42
09021,09,ARTIX,121,3,124
09022,09,ARVIGNA,215,0,215
09023,09,ASCOU,120,1,121
09024,09,ASTON,207,5,212
09025,09,AUCAZEIN,55,3,58
09026,09,AUDRESSEIN,147,1,148
09027,09,AUGIREIN,79,2,81
09029,09,AULUS-LES-BAINS,160,6,166
09030,09,AUZAT,469,10,479
09031,09,AXIAT,42,1,43
09032,09,AX-LES-THERMES,1288,66,1354
09033,09,BAGERT,37,1,38
09034,09,BALACET,34,2,36
09035,09,BALAGUÈRES,196,2,198
09037,09,BARJAC,42,0,42
09038,09,LA BASTIDE-DE-BESPLAS,383,7,390
09039,09,LA BASTIDE-DE-BOUSIGNAC,340,13,353
09040,09,LA BASTIDE-DE-LORDAT,287,7,294
09041,09,LA BASTIDE-DU-SALAT,203,7,210
09042,09,LA BASTIDE-DE-SÉROU,980,14,994
09043,09,LA BASTIDE-SUR-L'HERS,670,13,683
09044,09,BAULOU,169,3,172
09045,09,BÉDEILHAC-ET-AYNAT,199,1,200
